"","poll_id","state","state.name","pollster","numeric_grade","end_date","sample_size","population","DEM","REP","days.until"
"843",87178,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-06-11,471,"lv",39,44,147
"844",87179,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-06-11,594,"lv",36,37,147
"845",87180,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-06-11,534,"lv",40,43,147
"846",87181,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-06-11,456,"lv",42,44,147
"847",87195,"NM","New Mexico","PPP",1.4,2024-06-14,555,"v",48,41,144
"848",87196,"NC","North Carolina","Spry Strategies",1.5,2024-06-11,600,"lv",40.5,46.5,147
"849",87198,"MN","Minnesota","SurveyUSA",2.8,2024-06-16,626,"lv",47,41,142
"850",87203,"TX","Texas","YouGov",3,2024-06-09,1200,"rv",36.5,44.5,149
"851",87205,"NY","New York","Siena",2.7,2024-06-17,805,"rv",47,39,141
"852",87207,"AZ","Arizona","Emerson",2.9,2024-06-18,1000,"rv",43.65,47.35,140
"853",87208,"NV","Nevada","Emerson",2.9,2024-06-18,1000,"rv",44.7,45.9,140
"854",87209,"MI","Michigan","Emerson",2.9,2024-06-18,1000,"rv",45.6,47.35,140
"855",87210,"MN","Minnesota","Emerson",2.9,2024-06-18,1000,"rv",45.95,45.3,140
"856",87211,"PA","Pennsylvania","Emerson",2.9,2024-06-18,1000,"rv",45.55,47.95,140
"857",87212,"WI","Wisconsin","Emerson",2.9,2024-06-18,1000,"rv",45.35,47.55,140
"858",87213,"GA","Georgia","Emerson",2.9,2024-06-18,1000,"rv",42.55,48.6,140
"859",87214,"MT","Montana","Public Opinion Strategies",1.6,2024-06-13,500,"lv",37,57,145
"860",87216,"MO","Missouri","Emerson",2.9,2024-06-19,1000,"rv",38.95,53.55,139
"861",87219,"AZ","Arizona","North Star Opinion Research",1.1,2024-06-20,600,"lv",37,45,138
"862",87222,"MD","Maryland","PPP",1.4,2024-06-20,635,"v",56,30,138
"863",87237,"RI","Rhode Island","Embold Research",1.4,2024-06-14,1450,"lv",40,33,144
"864",87238,"NV","Nevada","Fabrizio/Impact",1.7,2024-06-18,600,"lv",41,46,140
"865",87239,"GA","Georgia","U. Georgia SPIA",2.2,2024-06-20,1000,"lv",37.6,42.7,138
"866",87243,"MT","Montana","Fabrizio",1.7,2024-06-05,500,"lv",36,54,153
"867",87248,"WI","Wisconsin","Marquette Law School",3,2024-06-20,784,"lv",46.5,46.5,138
"868",87248,"WI","Wisconsin","Marquette Law School",3,2024-06-20,871,"rv",45,46.5,138
"869",87251,"TX","Texas","University of Texas at Tyler",1.8,2024-06-20,931,"lv",42,47.5,138
"870",87251,"TX","Texas","University of Texas at Tyler",1.8,2024-06-20,1144,"rv",39,46,138
"871",87256,"AZ","Arizona","P2 Insights",1.1,2024-06-20,650,"lv",36,47,138
"872",87257,"GA","Georgia","P2 Insights",1.1,2024-06-20,650,"lv",35,45,138
"873",87258,"MI","Michigan","P2 Insights",1.1,2024-06-20,650,"lv",40,43,138
"874",87259,"NV","Nevada","P2 Insights",1.1,2024-06-20,650,"lv",37,40,138
"875",87260,"WI","Wisconsin","P2 Insights",1.1,2024-06-20,650,"lv",42,45,138
"876",87261,"AZ","Arizona","P2 Insights",1.1,2024-05-21,650,"lv",38,41,168
"877",87262,"GA","Georgia","P2 Insights",1.1,2024-05-21,650,"lv",39,43,168
"878",87263,"MI","Michigan","P2 Insights",1.1,2024-05-21,650,"lv",37,45,168
"879",87264,"NV","Nevada","P2 Insights",1.1,2024-05-21,650,"lv",40,41,168
"880",87265,"WI","Wisconsin","P2 Insights",1.1,2024-05-21,650,"lv",42,44,168
"881",87268,"ND","North Dakota","Public Opinion Strategies",1.6,2024-06-19,500,"lv",28,62,139
"882",87270,"NJ","New Jersey","co/efficient",1.1,2024-06-27,810,"lv",40,41,131
"883",87274,"MT","Montana","Torchlight Strategies",NA,2024-06-26,649,"rv",35.2,51.1,132
"884",87277,"MI","Michigan","EPIC/MRA",1.9,2024-06-26,600,"lv",41.5,45.5,132
"885",87281,"NM","New Mexico","1892 Polling",1.3,2024-06-24,600,"lv",46,44.5,134
"886",87282,"NH","New Hampshire","St. Anselm",2.4,2024-06-29,1746,"rv",42,44,129
"887",87283,"PA","Pennsylvania","Cygnal",2.1,2024-06-28,800,"lv",41.05,45.35,130
"888",87295,"PA","Pennsylvania","Bullfinch",NA,2024-06-19,800,"rv",45,44,139
"889",87306,"NV","Nevada","National Public Affairs",NA,2024-07-01,817,"lv",36,45.5,127
"890",87307,"TX","Texas","Manhattan Institute",NA,2024-06-27,600,"lv",38.5,48.5,131
"891",87316,"AZ","Arizona","Morning Consult",1.9,2024-07-05,781,"rv",41.5,46.5,123
"892",87317,"GA","Georgia","Morning Consult",1.9,2024-07-04,790,"rv",44,45.5,124
"893",87318,"MI","Michigan","Morning Consult",1.9,2024-07-05,694,"rv",46.5,41,123
"894",87319,"NC","North Carolina","Morning Consult",1.9,2024-07-04,696,"rv",41.5,44,124
"895",87320,"NV","Nevada","Morning Consult",1.9,2024-07-04,452,"rv",42,46.5,124
"896",87321,"PA","Pennsylvania","Morning Consult",1.9,2024-07-04,794,"rv",42.5,47.5,124
"897",87322,"WI","Wisconsin","Morning Consult",1.9,2024-07-05,695,"rv",44,41.5,123
"898",87325,"WI","Wisconsin","SoCal Research",NA,2024-07-02,490,"rv",43,44,126
"899",87326,"AZ","Arizona","Remington",2.6,2024-07-01,638,"lv",42,49,127
"900",87327,"MI","Michigan","Remington",2.6,2024-07-01,584,"lv",42,45,127
"901",87328,"MT","Montana","Remington",2.6,2024-07-01,570,"lv",36,56,127
"902",87329,"NV","Nevada","Remington",2.6,2024-07-01,601,"lv",40,47,127
"903",87330,"OH","Ohio","Remington",2.6,2024-07-01,611,"lv",41,51,127
"904",87331,"PA","Pennsylvania","Remington",2.6,2024-07-01,673,"lv",43,48,127
"905",87332,"TX","Texas","Remington",2.6,2024-07-01,589,"lv",39,49,127
"906",87333,"WI","Wisconsin","Remington",2.6,2024-07-01,593,"lv",43,49,127
"907",87334,"CO","Colorado","Global Strategy Group",1.8,2024-06-24,800,"rv",46,38,134
"908",87335,"PA","Pennsylvania","Emerson",2.9,2024-07-02,1000,"rv",43,48,126
"909",87336,"GA","Georgia","Emerson",2.9,2024-07-02,1000,"rv",42,47,126
"910",87337,"MI","Michigan","Emerson",2.9,2024-07-02,1000,"rv",44,45,126
"911",87338,"AZ","Arizona","Emerson",2.9,2024-07-02,1000,"rv",42,46,126
"912",87339,"WI","Wisconsin","Emerson",2.9,2024-07-02,1000,"rv",44,47,126
"913",87340,"NV","Nevada","Emerson",2.9,2024-07-02,1000,"rv",41,47,126
"914",87341,"PA","Pennsylvania","1983 Labs",NA,2024-06-30,741,"lv",41,46,128
"915",87342,"MI","Michigan","1983 Labs",NA,2024-06-30,563,"lv",41,45,128
"916",87343,"AZ","Arizona","1983 Labs",NA,2024-06-30,492,"lv",33,48,128
"917",87360,"WI","Wisconsin","Fabrizio/Impact",1.7,2024-07-02,600,"lv",41.5,47,126
"918",87368,"TX","Texas","University of Houston/Texas Southern University",2.2,2024-07-01,1484,"lv",40,49,127
"919",87369,"VA","Virginia","SoCal Research",NA,2024-07-11,1000,"a",47,45.5,117
"920",87380,"WI","Wisconsin","North Star Opinion Research",1.1,2024-07-10,600,"lv",42.3333333333333,44,118
"921",87398,"TN","Tennessee","Targoz Market Research",1.8,2024-07-01,962,"lv",28,58,127
"922",87398,"TN","Tennessee","Targoz Market Research",1.8,2024-07-01,1152,"rv",28,55,127
"923",87399,"MI","Michigan","MRG (Marketing Resource Group)",1.8,2024-07-13,600,"rv",36,39,115
"924",87403,"PA","Pennsylvania","Siena/NYT",3,2024-07-11,872,"lv",43.5,45.25,117
"925",87403,"PA","Pennsylvania","Siena/NYT",3,2024-07-11,872,"rv",42,44.75,117
"926",87404,"VA","Virginia","Siena/NYT",3,2024-07-12,661,"lv",45,41.5,116
"927",87404,"VA","Virginia","Siena/NYT",3,2024-07-12,661,"rv",43.25,40.5,116
"928",87414,"IA","Iowa","Cygnal",2.1,2024-07-09,600,"lv",39.4,51.4,119
"929",87416,"VA","Virginia","Virginia Commonwealth U.",2.1,2024-07-03,755,"rv",37.1,38.6,125
"930",87416,"VA","Virginia","Virginia Commonwealth U.",2.1,2024-07-03,809,"a",36,39,125
"931",87417,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-07-10,419,"lv",39,43,118
"932",87418,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-07-10,465,"lv",41,45,118
"933",87419,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-07-10,433,"lv",40,46,118
"934",87420,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-07-10,465,"lv",43,42,118
"935",87421,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-07-10,420,"lv",42,44,118
"936",87422,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-07-10,719,"lv",40,45,118
"937",87426,"MI","Michigan","KAConsulting LLC",1.5,2024-05-19,600,"rv",42.5,43.5,170
"938",87427,"PA","Pennsylvania","KAConsulting LLC",1.5,2024-05-19,600,"rv",41.5,42.5,170
"939",87428,"WI","Wisconsin","KAConsulting LLC",1.5,2024-05-19,600,"rv",43.5,43.5,170
"940",87429,"GA","Georgia","InsiderAdvantage",2,2024-07-16,800,"lv",40.35,47.15,112
"941",87430,"WA","Washington","SurveyUSA",2.8,2024-07-13,708,"lv",50.5,36,115
"942",87438,"WI","Wisconsin","PPP",1.4,2024-07-12,653,"v",47,46,116
"943",87440,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-07-13,544,"lv",44.5,40.25,115
"944",87440,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-07-13,617,"rv",43,39.25,115
"945",87441,"GA","Georgia","Florida Atlantic University/Mainstreet Research",NA,2024-07-13,549,"lv",41,48.25,115
"946",87441,"GA","Georgia","Florida Atlantic University/Mainstreet Research",NA,2024-07-13,640,"rv",40.25,45.25,115
"947",87452,"CA","California","PPIC",2.5,2024-07-02,1261,"lv",55,30,126
"948",87453,"AZ","Arizona","Emerson",2.9,2024-07-16,1000,"rv",38.15,46.25,112
"949",87454,"GA","Georgia","Emerson",2.9,2024-07-16,1000,"rv",39.85,45.5,112
"950",87455,"MI","Michigan","Emerson",2.9,2024-07-16,1000,"rv",41,43.85,112
"951",87456,"NV","Nevada","Emerson",2.9,2024-07-16,1000,"rv",40.45,44.25,112
"952",87457,"NC","North Carolina","Emerson",2.9,2024-07-16,1000,"rv",39.15,47.35,112
"953",87458,"PA","Pennsylvania","Emerson",2.9,2024-07-16,1000,"rv",41.2,46.75,112
"954",87459,"WI","Wisconsin","Emerson",2.9,2024-07-16,1000,"rv",43,46.55,112
"955",87460,"AZ","Arizona","Emerson",2.9,2024-03-20,1000,"rv",42.1,45,230
"956",87461,"GA","Georgia","Emerson",2.9,2024-03-20,1000,"rv",41.7,46,230
"957",87462,"MI","Michigan","Emerson",2.9,2024-03-20,1000,"rv",43.6,45.5,230
"958",87463,"NV","Nevada","Emerson",2.9,2024-03-20,1000,"rv",41.7,45.1,230
"959",87464,"NC","North Carolina","Emerson",2.9,2024-03-20,1000,"rv",44.7,46.9,230
"960",87465,"PA","Pennsylvania","Emerson",2.9,2024-03-20,1000,"rv",43.8,46.6,230
"961",87466,"WI","Wisconsin","Emerson",2.9,2024-03-20,1000,"rv",45.3,46.7,230
"962",87467,"FL","Florida","InsiderAdvantage",2,2024-07-16,800,"lv",41.35,49.5,112
"963",87468,"VA","Virginia","Emerson",2.9,2024-07-15,1000,"rv",44.0333333333333,46.6666666666667,113
"964",87469,"AZ","Arizona","J.L. Partners",1.6,2024-07-11,513,"lv",40,46,117
"965",87471,"GA","Georgia","Florida Atlantic University/Mainstreet Research",NA,2024-07-15,312,"lv",40.75,47,113
"966",87471,"GA","Georgia","Florida Atlantic University/Mainstreet Research",NA,2024-07-15,341,"rv",39.5,45.25,113
"967",87473,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-07-15,265,"lv",42.75,44.5,113
"968",87473,"VA","Virginia","Florida Atlantic University/Mainstreet Research",NA,2024-07-15,301,"rv",41,42.25,113
"969",87475,"PA","Pennsylvania","InsiderAdvantage",2,2024-07-16,800,"lv",42.5,48,112
"970",87476,"NV","Nevada","InsiderAdvantage",2,2024-07-16,800,"lv",41,49.5,112
"971",87477,"AZ","Arizona","InsiderAdvantage",2,2024-07-16,800,"lv",43,48.5,112
"972",87485,"PA","Pennsylvania","PPP",1.4,2024-07-18,624,"rv",44,45.75,110
"973",87486,"MI","Michigan","PPP",1.4,2024-07-18,650,"rv",44.25,46.25,110
"974",87487,"NE","Nebraska","Torchlight Strategies",NA,2024-07-11,698,"lv",33,52,117
"975",87488,"NE","Nebraska CD-2","Torchlight Strategies",NA,2024-07-11,300,"lv",42,42,117
"976",87489,"MI","Michigan","Trafalgar Group",0.7,2024-07-17,1091,"lv",43,45.1,111
"977",87490,"WI","Wisconsin","Trafalgar Group",0.7,2024-07-17,1087,"lv",43,45.6,111
"978",87491,"MA","Massachusetts","Suffolk",2.9,2024-07-18,500,"rv",47.2,29,110
"979",87492,"PA","Pennsylvania","Civiqs",2.4,2024-07-16,536,"rv",43,46,112
"980",87493,"WI","Wisconsin","Civiqs",2.4,2024-07-16,514,"rv",47.5,47.5,112
"981",87494,"MI","Michigan","Civiqs",2.4,2024-07-16,532,"rv",44.5,46,112
"982",87496,"NY","New York","SoCal Research",NA,2024-07-18,500,"lv",52,41,110
"983",87498,"NV","Nevada","Redfield & Wilton Strategies",1.8,2024-07-18,412,"lv",41,44,110
"984",87499,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-07-18,688,"lv",41,45,110
"985",87500,"MI","Michigan","EPIC/MRA",1.9,2024-07-17,600,"rv",39,46,111
"986",87501,"TX","Texas","ActiVote",NA,2024-07-18,400,"lv",45.6,54.4,110
"987",87502,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-07-18,461,"lv",39,45,110
"988",87503,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-07-18,454,"lv",40,44,110
"989",87504,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-07-18,471,"lv",39,46,110
"990",87505,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-07-18,618,"lv",40,45,110
"991",87506,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-07-18,437,"lv",41,42,110
"992",87507,"WI","Wisconsin","Redfield & Wilton Strategies",1.8,2024-07-18,470,"lv",42,42,110
"993",87509,"NH","New Hampshire","Praecones Analytica",2,2024-07-21,601,"rv",39.35,39.95,107
"994",87510,"GA","Georgia","U. Georgia SPIA",2.2,2024-07-18,1000,"lv",44.1666666666667,48.0666666666667,110
"995",87512,"AZ","Arizona","PPP",1.4,2024-07-11,596,"rv",43.7142857142857,49.2857142857143,117
"996",87513,"MI","Michigan","PPP",1.4,2024-07-12,568,"rv",44.2857142857143,45.7142857142857,116
"997",87514,"PA","Pennsylvania","PPP",1.4,2024-07-12,537,"rv",42.5714285714286,49.2857142857143,116
"998",87515,"WI","Wisconsin","PPP",1.4,2024-07-11,548,"rv",47.1428571428571,46.7142857142857,117
"999",87518,"PA","Pennsylvania","SoCal Research",NA,2024-07-21,500,"lv",46,50,107
"1000",87525,"AZ","Arizona","PPP",1.4,2024-07-20,736,"rv",41.75,46.5,108
"1001",87526,"NC","North Carolina","PPP",1.4,2024-07-20,573,"rv",43.25,47.75,108
"1002",87533,"NE","Nebraska","Global Strategy Group",1.8,2024-06-05,600,"lv",34,42,153
"1003",87534,"GA","Georgia","Landmark Communications",2.1,2024-07-22,400,"lv",45.5,46.9,106
"1004",87540,"PA","Pennsylvania","North Star Opinion Research",1.1,2024-07-23,147,"lv",37,45,105
"1005",87540,"PA","Pennsylvania","North Star Opinion Research",1.1,2024-07-23,600,"lv",45,47,105
"1006",87542,"AZ","Arizona","Emerson",2.9,2024-07-23,800,"rv",43.6,50.05,105
"1007",87543,"GA","Georgia","Emerson",2.9,2024-07-23,800,"rv",46.1,48.5,105
"1008",87544,"MI","Michigan","Emerson",2.9,2024-07-23,800,"rv",46.45,47.5,105
"1009",87545,"WI","Wisconsin","Emerson",2.9,2024-07-23,845,"rv",48,47.15,105
"1010",87546,"PA","Pennsylvania","Emerson",2.9,2024-07-23,850,"rv",46.6,48.6,105
"1011",87558,"ME","Maine","U. New Hampshire",2.6,2024-07-25,1445,"lv",51,42.5,103
"1012",87559,"NH","New Hampshire","U. New Hampshire",2.6,2024-07-25,2875,"lv",51,44.5,103
"1013",87560,"NH","New Hampshire","St. Anselm",2.4,2024-07-25,2083,"rv",50,44,103
"1014",87562,"NV","Nevada","Redfield & Wilton Strategies",1.8,2024-07-24,435,"lv",43,45,104
"1015",87563,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-07-24,851,"lv",42,46,104
"1016",87564,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-07-24,586,"lv",43,46,104
"1017",87566,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-07-24,510,"lv",43,46,104
"1018",87567,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-07-24,572,"lv",39,47,104
"1019",87568,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-07-24,1180,"lv",42,47,104
"1020",87569,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-07-24,512,"lv",41,44,104
"1021",87570,"MN","Minnesota","Redfield & Wilton Strategies",1.8,2024-07-24,475,"lv",44,41,104
"1022",87571,"WI","Wisconsin","Redfield & Wilton Strategies",1.8,2024-07-24,523,"lv",44,44,104
"1023",87572,"MI","Michigan","Glengariff Group Inc.",1.5,2024-07-24,600,"lv",39.2,41.4666666666667,104
"1024",87575,"PA","Pennsylvania","Bullfinch",NA,2024-07-25,800,"rv",46,45.5,103
"1025",87576,"WA","Washington","PPP",1.4,2024-07-25,581,"lv",52,38,103
"1026",87577,"MI","Michigan","SoCal Research",NA,2024-07-26,500,"rv",46,49,102
"1027",87581,"MN","Minnesota","SurveyUSA",2.8,2024-07-25,656,"lv",50,40,103
"1028",87582,"WI","Wisconsin","Beacon/Shaw",2.8,2024-07-24,1046,"rv",46.75,48.75,104
"1029",87583,"PA","Pennsylvania","Beacon/Shaw",2.8,2024-07-24,1034,"rv",49,46.25,104
"1030",87584,"MN","Minnesota","Beacon/Shaw",2.8,2024-07-24,1071,"rv",49.25,44.5,104
"1031",87585,"MI","Michigan","Beacon/Shaw",2.8,2024-07-24,1012,"rv",47.75,47,104
"1032",87588,"GA","Georgia","SoCal Research",NA,2024-07-26,505,"rv",46.4,49.9,102
"1033",87601,"AZ","Arizona","Echelon Insights",2.7,2024-07-08,601,"lv",41.5,44.5,120
"1034",87602,"GA","Georgia","Echelon Insights",2.7,2024-07-08,608,"lv",42,47,120
"1035",87603,"MI","Michigan","Echelon Insights",2.7,2024-07-08,607,"lv",42.5,45.5,120
"1036",87604,"NC","North Carolina","Echelon Insights",2.7,2024-07-08,610,"lv",43,45,120
"1037",87605,"PA","Pennsylvania","Echelon Insights",2.7,2024-07-08,612,"lv",46,44.5,120
"1038",87606,"WI","Wisconsin","Echelon Insights",2.7,2024-07-08,617,"lv",43.5,45,120
"1039",87607,"NV","Nevada","Echelon Insights",2.7,2024-07-08,402,"lv",38,47.5,120
"1040",87608,"CA","California","Capitol Weekly",NA,2024-07-14,1044,"lv",52.5,33,114
"1041",87609,"CA","California","Capitol Weekly",NA,2024-07-22,2121,"lv",53,35,106
"1042",87612,"FL","Florida","U. North Florida",2.8,2024-07-27,774,"lv",42,49,101
"1043",87618,"PA","Pennsylvania","Susquehanna",2.3,2024-07-28,600,"lv",47,43,100
"1044",87620,"CA","California","Capitol Weekly",NA,2024-07-27,1904,"lv",59,35,101
"1045",87621,"AZ","Arizona","Morning Consult",1.9,2024-07-28,804,"rv",48.5,45.5,100
"1046",87622,"GA","Georgia","Morning Consult",1.9,2024-07-28,799,"rv",46,46,100
"1047",87623,"MI","Michigan","Morning Consult",1.9,2024-07-28,706,"rv",52,40.5,100
"1048",87624,"NV","Nevada","Morning Consult",1.9,2024-07-28,454,"rv",45,44,100
"1049",87625,"NC","North Carolina","Morning Consult",1.9,2024-07-28,706,"rv",45,46.5,100
"1050",87626,"PA","Pennsylvania","Morning Consult",1.9,2024-07-28,804,"rv",45,48,100
"1051",87627,"WI","Wisconsin","Morning Consult",1.9,2024-07-28,700,"rv",46.5,46,100
"1052",87631,"AZ","Arizona","PPP",1.4,2024-07-30,618,"rv",47,49,98
"1053",87632,"PA","Pennsylvania","PPP",1.4,2024-07-30,627,"rv",47,48,98
"1054",87633,"GA","Georgia","PPP",1.4,2024-07-30,662,"rv",48,47,98
"1055",87634,"OR","Oregon","Hoffman Research",1.7,2024-07-26,700,"lv",47,42,102
"1056",87635,"NH","New Hampshire","Emerson",2.9,2024-07-28,1000,"rv",50.05,44.5,100
"1057",87638,"PA","Pennsylvania","Quantus Polls and News",NA,2024-07-28,500,"rv",46.4,47.6,100
"1058",87644,"AZ","Arizona","Public Opinion Strategies",1.6,2024-07-29,400,"lv",43,48,99
"1059",87645,"MI","Michigan","Public Opinion Strategies",1.6,2024-07-29,400,"lv",45,45,99
"1060",87646,"NV","Nevada","Public Opinion Strategies",1.6,2024-07-29,400,"lv",45,46,99
"1061",87647,"PA","Pennsylvania","Public Opinion Strategies",1.6,2024-07-29,400,"lv",48,45,99
"1062",87648,"WI","Wisconsin","Public Opinion Strategies",1.6,2024-07-29,400,"lv",48,46,99
"1063",87650,"OH","Ohio","Fabrizio/Impact",1.7,2024-07-28,600,"lv",40.5,50,100
"1064",87658,"GA","Georgia","Trafalgar Group/InsiderAdvantage",NA,2024-07-30,NA,"lv",47,49,98
"1065",87667,"PA","Pennsylvania","Fabrizio",1.7,2024-08-01,600,"lv",46.5,46.5,96
"1066",87668,"PA","Pennsylvania","GQR",2,2024-07-30,500,"lv",50,46,98
"1067",87678,"NY","New York","Siena",2.7,2024-08-01,1199,"lv",51,38,96
"1068",87682,"AZ","Arizona","Redfield & Wilton Strategies",1.8,2024-08-03,567,"lv",44,43,94
"1069",87683,"FL","Florida","Redfield & Wilton Strategies",1.8,2024-08-03,976,"lv",41,47,94
"1070",87684,"GA","Georgia","Redfield & Wilton Strategies",1.8,2024-08-03,1128,"lv",44,46,94
"1071",87685,"MI","Michigan","Redfield & Wilton Strategies",1.8,2024-08-03,771,"lv",41,42,94
"1072",87686,"MN","Minnesota","Redfield & Wilton Strategies",1.8,2024-08-03,538,"lv",46,41,94
"1073",87687,"NV","Nevada","Redfield & Wilton Strategies",1.8,2024-08-03,470,"lv",40,40,94
"1074",87688,"NM","New Mexico","Redfield & Wilton Strategies",1.8,2024-08-03,493,"lv",44,37,94
"1075",87689,"NC","North Carolina","Redfield & Wilton Strategies",1.8,2024-08-03,714,"lv",41,44,94
"1076",87690,"PA","Pennsylvania","Redfield & Wilton Strategies",1.8,2024-08-03,743,"lv",44,46,94
"1077",87691,"WI","Wisconsin","Redfield & Wilton Strategies",1.8,2024-08-03,597,"lv",43,43,94
"1078",87698,"WI","Wisconsin","Marquette Law School",3,2024-08-01,801,"lv",48,47,96
"1079",87698,"WI","Wisconsin","Marquette Law School",3,2024-08-01,877,"rv",47,46.5,96
"1080",87700,"MT","Montana","Emerson",2.9,2024-08-06,1000,"lv",40.75,55.5,91
"1081",87702,"WI","Wisconsin","RMG Research",2.3,2024-08-05,800,"rv",48,45,92
"1082",87704,"GA","Georgia","Fabrizio/Impact",1.7,2024-07-31,600,"lv",46,47,97
"1083",87706,"AZ","Arizona","HighGround",1.8,2024-08-05,500,"lv",44.4,41.6,92
"1084",87711,"NC","North Carolina","Cygnal",2.1,2024-08-05,600,"lv",44.1,47.2,92
"1085",87713,"MI","Michigan","InsiderAdvantage",2,2024-08-08,800,"lv",49,47,89
"1086",87714,"WI","Wisconsin","InsiderAdvantage",2,2024-08-07,800,"lv",48.3,48.6,90
"1087",87715,"PA","Pennsylvania","Trafalgar Group",0.7,2024-08-08,1078,"lv",44.4,45.9,89
"1088",87716,"AZ","Arizona","Trafalgar Group",0.7,2024-08-08,1092,"lv",46.5,47.7,89
"1089",87717,"NV","Nevada","Trafalgar Group",0.7,2024-08-08,1087,"lv",44.8,48.2,89
"1090",87718,"NC","North Carolina","Trafalgar Group",0.7,2024-08-08,1082,"lv",45.2,48.9,89
"1091",87719,"MI","Michigan","Siena/NYT",3,2024-08-08,619,"lv",49,44.5,89
"1092",87719,"MI","Michigan","Siena/NYT",3,2024-08-08,619,"rv",44.5,45.5,89
"1093",87720,"WI","Wisconsin","Siena/NYT",3,2024-08-08,661,"lv",49.5,44.5,89
"1094",87720,"WI","Wisconsin","Siena/NYT",3,2024-08-08,661,"rv",49.5,44,89
"1095",87721,"PA","Pennsylvania","Siena/NYT",3,2024-08-09,693,"lv",48,45,88
"1096",87721,"PA","Pennsylvania","Siena/NYT",3,2024-08-09,693,"rv",47,44.5,88
"1097",87723,"NC","North Carolina","YouGov Blue",3,2024-08-09,802,"rv",46,46,88
"1098",87724,"ME","Maine CD-1","U. New Hampshire",2.6,2024-07-25,732,"lv",58,37.5,103
"1099",87725,"ME","Maine CD-2","U. New Hampshire",2.6,2024-07-25,701,"lv",44.5,47.5,103
"1100",87729,"MI","Michigan","Bullfinch",NA,2024-08-11,500,"rv",47,41.5,86
"1101",87730,"PA","Pennsylvania","Bullfinch",NA,2024-08-11,500,"rv",47,43,86
"1102",87731,"WI","Wisconsin","Bullfinch",NA,2024-08-11,500,"rv",50,41,86
"1103",87744,"FL","Florida","Suffolk",2.9,2024-08-11,500,"lv",41.8,46.8,86
"1104",87747,"TX","Texas","ActiVote",NA,2024-08-13,400,"lv",46.7,53.3,84
"1105",87748,"FL","Florida","McLaughlin",0.5,2024-08-08,800,"lv",44,52,89
"1106",87758,"MT","Montana","American Pulse",NA,2024-08-12,538,"rv",37.8,51.7,85
"1107",87761,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-08-11,1040,"lv",46,48.5,86
"1108",87761,"FL","Florida","Florida Atlantic University/Mainstreet Research",NA,2024-08-11,1055,"rv",45,48,86
"1109",87763,"AZ","Arizona","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,435,"lv",47,44,95
"1110",87764,"GA","Georgia","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,405,"lv",47,47,95
"1111",87765,"MI","Michigan","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,406,"lv",47.5,45,95
"1112",87766,"NV","Nevada","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,403,"lv",43.5,47.5,95
"1113",87767,"NC","North Carolina","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,403,"lv",47,45.5,95
"1114",87768,"PA","Pennsylvania","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,411,"lv",48.5,45.5,95
"1115",87769,"WI","Wisconsin","Benenson Strategy Group/GS Strategy Group",NA,2024-08-02,404,"lv",48.5,44.5,95
"1116",87773,"CA","California","UC Berkeley",2.5,2024-08-11,3765,"lv",59,34,86
"1117",87777,"PA","Pennsylvania","Quinnipiac",2.8,2024-08-12,1738,"lv",49,46,85
"1118",87782,"PA","Pennsylvania","Franklin and Marshall College",2.4,2024-08-11,920,"rv",46,43,86
"1119",87784,"AZ","Arizona","Peak Insights",0.6,2024-08-05,800,"lv",42,44,92
"1120",87785,"MI","Michigan","Fabrizio/Impact",1.7,2024-08-11,600,"lv",45.5,46.5,86
"1121",87786,"AZ","Arizona","Iron Light",NA,2024-08-05,600,"lv",43,43,92
